,address,company,conditions,date,description,duty,experience,name,requirements,salaryMAX,salaryMIN,schedule,skills,type_of_employment,url
353,Челябинск,Диджитал,"График работы 5/2 с 09:30 до 18.30; час перерыв на обед.,Стабильная заработная плата и прозрачная мотивация. Средний совокупный доход составит от 35 000 руб. до 70 000 руб.,Постоянное обучение продажам, переговорам, закрытию сделок с опытным наставником, всесторонняя поддержка.,Работа в современном комфортном офисе, без выездов и командировок.",13 октября 2020," Вакансия партнера! FarmaLand FarmaLend - технологичная компания, объединяющая достижения высоких технологий и маркетинга на фармацевтическом рынке Наша миссия - трансформировать фармацевтический рынок с помощью передовых цифровых технологий и digital-маркетинга Наши продукты: <ol> Цифровая платформа для медицинских работников - социальная сеть, информационный портал и закрытая коммуникационная платформа. Система лояльности для фармацевтических компаний. Партнерская программа для медицинских работников. </ol> У Вас есть прекрасная возможность построить карьеру в инновационной компании фармацевтического рынка. В своих рядах мы хотим видеть людей, нацеленных прежде всего на результат! Готовы рассматривать кандидатов с минимальным опытом работы, но с большим желанием и высоким уровнем ответственности и дисциплинированности. Для новых сотрудников предусмотрена программа обучения! Обязанности : Прием и обработка входящих звонков и заявок; Консультирование клиентов по товарам и услугам интернет-магазина; Подбор и продажа нужного клиенту товара; Оформление заказов в 1С; Требования к кандидату : Желание и умение продавать - обязательное условие! Опыт в телефонных продажах (будет Вашим преимуществом); Грамотная речь, ответственность и внимательность; Клиентоориентированность, вежливость; Условия : График работы 5/2 с 09:30 до 18.30; час перерыв на обед. Стабильная заработная плата и прозрачная мотивация. Средний совокупный доход составит от 35 000 руб. до 70 000 руб. Постоянное обучение продажам, переговорам, закрытию сделок с опытным наставником, всесторонняя поддержка. Работа в современном комфортном офисе, без выездов и командировок. ","Прием и обработка,входящих звонков и заявок;,Консультирование клиентов по товарам и услугам интернет-магазина;,Подбор и продажа нужного клиенту товара;,Оформление заказов в 1С;",не требуется,Оператор интернет-магазина/ Менеджер по продажам,"Желание и умение продавать - обязательное условие!,Опыт в телефонных продажах (будет Вашим преимуществом);,Грамотная речь, ответственность и внимательность;,Клиентоориентированность, вежливость;",70000.0,35000.0,полный день,"Холодные продажи,Активные продажи,Проведение презентаций,Ведение переговоров,Прямые продажи,Клиентоориентированность,Консультативные продажи",Полная занятость,https://tyumen.hh.ru/vacancy/39258879
795,Челябинск,Аркон,,13 октября 2020," В нашу динамично развивающуюся компанию требуется Монтажник - активный, ответственный, целеустремленный человек с техническим складом ума, который любит работать руками и головой. Обязанности: Монтаж систем видеонаблюдения, СКУД, СКС, ЛВС Соблюдение регламентов Компании, Требования: Умение работать с инструментом Опыт монтажа слаботочных систем Аккуратное и ответственное отношение к выполняемой работе Желание изучать оборудование и осваивать новые системы Желание работать и зарабатывать. Условия: Выездной график работы АРКОН - является ведущей компанией по проектированию, монтажу и техническому обслуживанию современных систем безопасности. Мы предлагаем следующие виды услуг: СКУД: Проектирование, монтаж и обслуживание систем контроля доступа. Домофонные системы: Монтаж квартирных аудио- и видеодомофонов. Видеонаблюдение: Разработка и установка систем видеонаблюдения любой сложности в квартирах, домах и на предприятиях. СКС: Проектирование, прокладка и обслуживание структурированных кабельных систем для охранных, пожарных, телефонных, компьютерных сетей. "," , , , ",1–3 года,Монтажник СКС," , , , , , ,Желание изучать оборудование и осваивать новые системы,Желание работать и зарабатывать.",70000.0,35000.0,полный день,"Пользователь ПК,Монтаж инженерных систем,Умение работать в команде,Работа с людьми",Полная занятость,https://tyumen.hh.ru/vacancy/39772335
771,Челябинск,СтройСтар Плюс,,15 октября 2020," Обязанности: Подключение интернета и ТВ клиентам, оставившим заявку (монтаж провода, настройка оборудования, демонстрация услуги) Требования: Знание ПК Желание работать Ответственность Опыт приветствуется, но не обязателен. Всему научим! Условия: Полная занятость Стабильный заработок, все зависит от вас, оплата сдельная Спец.одежда,инструмент предоставляются компанией Гибкий график Рабочее место не привязано к офису Автомобиль компанией не предоставляется ",,не требуется,Инсталлятор по подключению Интернета и TV,,70000.0,36000.0,гибкий график,,Полная занятость,https://tyumen.hh.ru/vacancy/39750695
47,Челябинск,Лаборатория системных технологий,"испытательный срок 3 мес.,постоянная работа в центре Челябинска,белая зарплата выше рынка",7 октября 2020, Обязанности: Программирование UI Создание анимаций и встраивание дизайна Программирование логики интерфейса с использованием MVC Разработка прототипов игр Требования: Опыт разработки Желание работать Условия: испытательный срок 3 мес. постоянная работа в центре Челябинска белая зарплата выше рынка ,,1–3 года,Младший программист-разработчик,,70000.0,40000.0,полный день,"Английский — A1 — Начальный,Тестирование пользовательского интерфейса,Английский язык,JavaScript,MVC",Полная занятость,https://tyumen.hh.ru/vacancy/38870046
382,Челябинск,УЗМТМ,,15 сентября 2020," Обязанности: выполнение обработки простых, средней сложности и сложных деталей на станках с программным управлением (KTL 65/1000); и фрезерных группах контроль обработки поверхностей деталей контрольно-измерительными приборами; Требования: ОПЫТ РАБОТЫ ОТ 3-Х ЛЕТ, наличие удостоверения приветствуется. МЫ ПРЕДЛАГАЕМ ВАМ: официальное трудоустройство, согласно Трудовому Кодексу РФ, предоставление социального пакета; стабильное перечисление на банковскую карту два раза в месяц; график работы: 2/2; или пятидневка отличный коллектив. ",,3–6 лет,Оператор ЧПУ,,70000.0,40000.0,гибкий график,"Работа с большим объемом информации,Умение работать в команде,Turbo Pascal,Точность и внимательность к деталям,Автоматизированное рабочее место (АРМ),Пользователь ПК,Целеустремленность,обучаемость",Полная занятость,https://tyumen.hh.ru/vacancy/39252964
711,Магнитогорск,G2R Limited,,15 октября 2020," Обязанности: Ведение проектов по разработке и технической поддержке web сайтов компании. Формулировка задач разработчикам, дизайнерам, постановка задач, написание грамотного ТЗ, совместная выработка наилучших решений с точки зрения качества и трудозатрат на реализацию, контроль выполнения. Настройка Битрикс Выполнение других организационных задач, связанных с разработкой и поддержкой сайтов компании Требования: Опыт работы с Битрикс. Наличие сертификатов по Битрикс будет преимуществом Опыт участия в проектах по разработке сайтов. Знания в области HTML, CSS, PHP, СУБД Условия: График работы 5/2 Молодой и дружный коллектив Стабильная заработная плата ",,1–3 года,Менеджер IT-проектов,,70000.0,40000.0,полный день,"CSS,HTML,PHP5,1С-Битрикс,PHP,Разработка технических заданий,Постановка задач разработчикам,СУБД",Полная занятость,https://tyumen.hh.ru/vacancy/39829641
760,Челябинск,Программные системы | WORKFLOW SYSTEMS,,15 октября 2020," Компания ООО «Программные системы» занимается разработкой и внедрением заказного программного обеспечения для автоматизации бизнеса. На рынке с 2012 года. За это время реализовано более 250 проектов в более чем 20 сферах бизнеса в 60 регионах России, Украины, Беларуси, Грузии, Узбекистана и Швейцарии (готовые решения и примеры заказных проектов есть на сайте). Компания является многократным победителем всероссийских грантов (последний – в 2020 году) в области информационных технологий от государственного «Фонда содействия инновациям». Обязанности: <ol> Обработка входящих заявок (с сайта, по телефону), работа с возражениями. Работа с текущей клиентской базой (продажи, сбор обратной связи). Проведение презентаций и консультаций по программным продуктам (почти всегда по скайпу). Ведение деловой переписки. Ведение переговоров (почти всегда по телефону или скайпу). Сбор первичных требований от клиентов. Написание коммерческих предложений технической направленности (разработка ПО). Разработка и тестирование продающих разговорных скриптов. Наполнение сайта. </ol> Общие требования: <ol> Ответственность: вы полностью отвечаете за успешность сделки, ведете ее от первого контакта с клиентом до оплаты. Коммуникабельность: вы умеете находить общий язык с разными людьми, вы терпеливы, вы вежливы, вы умеете слушать. Нацеленность на результат: для вас главная цель – помочь клиенту решить его проблему. Умение убеждать: вы можете понять точку зрения клиента и его мотивы и умеете сходу подобрать правильные контраргументы. Аккуратность: вы уделяете внимание мелочам. Стрессоустойчивость: вы умеете работать под давлением клиентов, сроков и большого количества информации. Грамотность: речь, письмо. Знание английского языка: уровень, достаточный для переписки. Желание учиться и развиваться. </ol> Специфические требования: <ol> Опыт общения с высшим руководством компаний – собственники, директора, управляющие. Готовность совершать до 30 звонков в день. Вакансия размещается с прицелом на амбициозных кандидатов, нацеленных на карьерный рост до руководителя направления. Желателен опыт b2b-продаж. </ol> Условия: <ol> Ваш доход формируется как оклад 20 000 руб. (на руки) + проценты. Но при этом есть минимальная планка, меньше которой вы зарабатывать не будете, – 30 000 руб. (на руки). В процессе работы вам будут активно помогать 2 опытных наставника – руководитель отдела продаж и технический руководитель. Официальное трудоустройство, 100% официальная зарплата. </ol> ",,1–3 года,Менеджер по работе с клиентами / менеджер по продажам,,70000.0,40000.0,полный день,"Английский — B1 — Средний,B2B Продажи,Проведение презентаций,Ведение переговоров",Полная занятость,https://tyumen.hh.ru/vacancy/39570062
65,Магнитогорск,Amigoweb,,14 октября 2020," Amigoweb — распределенная команда веб-разработчиков. Наш дружный коллектив состоит из 30 специалистов. Ценим в людях профессионализм, умение работать в команде, способность обучаться. Наша команда развивается, нам доверяют всё больше интересных, крупных проектов. Поэтому в штат требуется React.js разработчик на полный рабочий день, удаленно. Мы ищем кандидата, который: Знает JavaScript (ЕS6); Имеет успешный опыт работы c React.js или Vue.js; Готов разрабатывать SPA; Уверенно работает с Git. Будет плюсом: HTML5/CSS3; SASS/SCSS/STYLUS; next.js/nuxt.js; БЭМ; NodeJS; Server side rendering; Предлагаем: Официальное оформление в штат; Возможность работать удаленно; Оплачиваемый отпуск / Больничный; Возможность работать над крупными проектами известных брендов. Бонусы Возможность незначительно сдвигать рабочий график. Оплата сверхурочных. ",,1–3 года,Frontend разработчик (React.js и Vue.js),,70000.0,50000.0,удаленная работа,"JavaScript,react.js,Git,ООП,vue.js",Полная занятость,https://tyumen.hh.ru/vacancy/39296029
74,Челябинск,"7 линия, digital-агентство","Просторный комфортный офис на Лесопарковой.,Адекватная и дружественная атмосфера в офисе.,График: 9.30–18.00.,Для сотрудников в наличии кофемашина, чай и всё такое.,Конфиденциальность данных соискателей гарантируем.,Стабильная высокая заработная плата (оклад + % от проектов).",1 октября 2020," Обязанности: Консультирование клиентов по вопросам разработки/доработки сайта, продвижения и т. д. Развитие проектов и полное погружение в детали (конвейера у нас нет, но необходимо каждым проектом жить и видеть его насквозь). Подготовка отчётов, счетов, актов, договоров. Контроль исполнения финансовых обязательств клиентов. Требования: Нам нужен опытный инициативный менеджер, понимающий что из себя представляют веб-разработка, интернет-маркетинг, веб-аналитика и пр. Настоящий руководитель, командный игрок и просто любящий своё дело классный специалист. Опыт работы в веб-студии или digital-агентстве обязателен. Умение работать и структурировать большое количество задач. Навыки делового общения и переписки. Грамотная устная и письменная речь. Презентабельный внешний вид. Условия: Просторный комфортный офис на Лесопарковой. Адекватная и дружественная атмосфера в офисе. График: 9.30–18.00. Для сотрудников в наличии кофемашина, чай и всё такое. Конфиденциальность данных соискателей гарантируем. Стабильная высокая заработная плата (оклад + % от проектов). ","Консультирование клиентов по вопросам разработки/доработки сайта, продвижения и т. д.,Развитие проектов и полное погружение в детали (конвейера у нас нет, но необходимо каждым проектом жить и видеть его насквозь).,Подготовка отчётов, счетов, актов, договоров.,Контроль исполнения финансовых обязательств клиентов.",1–3 года,Менеджер digital-проектов,"Нам нужен опытный инициативный менеджер, понимающий что из себя представляют веб-разработка, интернет-маркетинг, веб-аналитика и пр. Настоящий руководитель, командный игрок и просто любящий своё дело классный специалист.,Опыт работы в веб-студии или digital-агентстве обязателен.,Умение работать и структурировать большое количество задач.,Навыки делового общения и переписки. Грамотная устная и письменная речь.,Презентабельный внешний вид.",70000.0,50000.0,полный день,"Проектный менеджмент,Управление проектами,Ведение переговоров,Организаторские навыки,Заключение договоров,Руководство коллективом,Проектирование,Axure RP",Полная занятость,https://tyumen.hh.ru/vacancy/39568978
92,Челябинск,Агентство Бизнес и Кадры,,14 октября 2020," В связи с расширением отдела, открыта вакансия инженера -проектировщик АСУТП в инжиниринговой компании. основное направление -разработка систем промышленной автоматизации и аналитических комплексов “под ключ "". Обязанности: Проектирование шкафов управления АСУ ТП, сборка, наладка. Разработка отдельных разделов проекта согласно плану графику проекта и техническому зданию; Оформление сопроводительных документов для сдачи проектной документации; Общение с Заказчиком по деталям проекта.; Подготовка, сдача, сопровождение проектной документации в экспертизе; Участие в пусконаладочных работах. Принятие грамотных и экономически выгодных технических решений. Требования: Высшее инженерно-техническое образование. Опыт работы от 3 лет; Понимание технической документации (например: схемы комплекса технических средств, локальной вычислительной сети, питания ПТК, принципиальные электрические схемы питания асу и т.п); Навыки работы с ПК на уровне опытного пользователя; Работа в программном комплексе AutoCAD, Компас, Exсel Приветствуется навык программирования асу тп. Условия: Стабильно развивающаяся компания. офис расположен на северо-западе. своевременная выплата з/п, ""белая"", размер обсуждается индивидуально на собеседовании. Возможность профессионального развития и карьерного рост.а. ","Проектирование шкафов управления АСУ ТП, сборка, наладка.,Разработка отдельных разделов проекта согласно плану графику проекта и техническому зданию;,Оформление сопроводительных документов для сдачи проектной документации;,Общение с Заказчиком по деталям проекта.;,Подготовка, сдача, сопровождение проектной документации в экспертизе;,Участие в пусконаладочных работах.,Принятие грамотных и экономически выгодных технических решений.",1–3 года,Инженер-проектировщик АСУТП,,70000.0,50000.0,полный день,"AutoCAD,Компас,Разработка проектной документации,Компас-3D,MS Project",Полная занятость,https://tyumen.hh.ru/vacancy/37840260
