,address,company,conditions,date,description,duty,experience,name,requirements,salaryMAX,salaryMIN,schedule,skills,type_of_employment,url
774,Челябинск,Лучший Вкус,"полный рабочий день,5-дневная рабочая неделя,работа после с 14.00- 22.00",29 сентября 2020," Полная занятость, полный день с 14-00 Обязанности: Правильное, своевременное оформление перемещений товара, регулярная актуализация данных. Оформление приходных, расходных документов в базе; выписка товаров согласно заказов клиента – своевременное и корректное заполнение накладных: расходных, счет фактур, приходных ордеров в базе 1С; внесение в базу новых клиентов Распечатка и выдача выписок торговым представителям Составление реестров расходных накладных, распечатка, контроль и их учет; Составление реестра приходно-кассовых ордеров, их контроль и учет; Своевременное исправление обнаруженных ошибок и неточностей Требования: Оператор должен иметь четкое представление о документах, программах и алгоритмах, относящихся к его деятельности, это: владение программой 1С, знание компьютера; высокая работоспособность, ответственное отношение к работе, стрессоустойчивость; соблюдение внутреннего распорядка, принятого на территории работодателя; соблюдение норм делового общения; соблюдение основных норм и правил, включающих в себя безопасность, санитарию; Условия: полный рабочий день 5-дневная рабочая неделя работа после с 14.00- 22.00 Ключевые навыки Пользователь ПК ","Правильное, своевременное оформление перемещений товара, регулярная актуализация данных. Оформление приходных, расходных документов в базе;,выписка товаров согласно заказов клиента – своевременное и корректное заполнение накладных: расходных, счет фактур, приходных ордеров в базе 1С;,внесение в базу новых клиентов,Распечатка и выдача выписок торговым представителям,Составление реестров расходных накладных, распечатка, контроль и их учет;,Составление реестра приходно-кассовых ордеров, их контроль и учет;,Своевременное исправление обнаруженных ошибок и неточностей",не требуется,Оператор,"владение программой 1С, знание компьютера;,высокая работоспособность, ответственное отношение к работе, стрессоустойчивость;,соблюдение внутреннего распорядка, принятого на территории работодателя;,соблюдение норм делового общения;,соблюдение основных норм и правил, включающих в себя безопасность, санитарию;",30000.0,20000.0,полный день,Обработка исходящей корреспонденции,Полная занятость,https://tyumen.hh.ru/vacancy/39517248
413,Миасс,Контакт-центр City Call,,14 октября 2020," Привет! Мы - CITY-CALL – лидирующий аутсорсинговый контактный центр. Работаем с 2009 года, постоянно расширяемся и открываем новые филиалы. На сегодня наша география насчитывает 12 городов и у нас более 1 500 сотрудников. Нашими клиентами являются: банки, аэропорты, телеком, службы доставки, розничные сети, интернет-магазины, сети медицинских компаний, автосалоны, такси и многое другие. Требования: Грамотная устная речь и четкая дикция; Рассматриваем кандидатов без опыта работы; Желание общаться и помогать людям; Уверенный пользователь ПК; Чем ты будешь заниматься: Совершение исходящих звонков по услугам сотового оператора. Мы общаемся с уже действующими клиентами. Предложение выгодного тарифного плана. Консультирование по условиям тарифа Мы предлагаем: Постоянная, стабильная работа; Оформление по ТК РФ с первого дня; Выплаты без задержек (оклад + % от показателей); Графики на выбор: 2/2, 4/3, 5/2 Вечерний развоз на корпоративном такси; Массажный кабинет; Карьерный рост; Офис в центре города с удобной транспортной развязкой. Если тебе интересно наше предложение, то звони и записывайся на собеседование, либо направляй нам резюме, и мы тебе обязательно перезвоним в течение 3‑х рабочих дней! До скорой встречи! Будем рады видеть тебя в нашей команде! ",,не требуется,Продавец-консультант на телефон,"Грамотная устная речь и четкая дикция;,Рассматриваем кандидатов без опыта работы;,Желание общаться и помогать людям;,Уверенный пользователь ПК;",30000.0,22000.0,полный день,"Грамотная речь,Пользователь ПК",Полная занятость,https://tyumen.hh.ru/vacancy/39457461
2,Челябинск,Областное государственное бюджетное учреждение Челябинский региональный центр навигационно-информационных технологий,"в соответствии с Федеральным законом от 27.07.2004 № 79-ФЗ ""О государственной гражданской службе Российской Федерации"", указом Президента РФ от 01.02.2005 N 112 «О конкурсе на замещение вакантной должности государственной гражданской службы Российской Федерации»,Работа на Государственной службе.,Размер и порядок оплаты труда регулируется Федеральным законом ""О государственной гражданской службе"" и зависит от стажа работы и государственного чина.,График работы: 5-дневная рабочая неделя, с 08:30 до 17:30 ч",14 октября 2020," Заместитель начальника (консультант) отдела электронного правительства управления реализации проектов - вакансия Министерства информационных технологий, связи и цифрового развития Челябинской области. Министерство информационных технологий, связи и цифрового развития Челябинской области является исполнительным органом государственной власти Челябинской области, осуществляющим реализацию единой государственной политики в сфере развития информационного общества в Челябинской области и выполняющим функции оператора электронного правительства Челябинской области. Мы приглашаем соискателей с активной гражданской позицией, способных своей деятельностью вносить вклад в развитие нашего региона и его жителей. Мы рады видеть вас в нашей команде, если вы: Легко и продуктивно выстраиваете коммуникации. Открыты и восприимчивы к инновациям. Способны достигать результата, работая в режиме многозадачности. Активны, ответственны, ориентированы на достижение отличного результата. Легко усваиваете информацию и готовы непрерывно учиться. Мечтаете развиваться в государственной структуре и иметь причастность к профессиональной команде, быть частью которой престижно и почетно. Для вас: Стабильность и соц.гарантии в соответствии с законом . Забота: уютный офис в центре города с современной техникой и собственной обеденной зоной. Ежегодная диспансеризация за счет работодателя. Обучение: в разных форматах - очное, участие в форумах, конференциях, тренингах и мастер-классах. Ежеквартальные премии по результатам работы в размере месячной з/п. Дополнительные выплаты к отпускам и праздничным датам. Дополнительные выплаты на медицинские цели. Размер и порядок оплаты труда регулируется Федеральным законом ""О государственной гражданской службе"" и зависит от стажа работы и государственного чина. Требования: Высшее образование Опыт работы с аналитическими системами Опыт работы в сфере ИТ Умение работать с нормативно-правовой базой Обязанности: Экспертиза проектов, программ и других документов органов исполнительной власти Челябинской области в части использования информационных технологий; ежеквартальный сбор, свод и подготовка данных для представления информации о выполнении плана перехода на предоставление в электронном виде государственных услуг; ведение и реализация проектов Министерства информационных технологий, связи и цифрового развития Челябинской области; разработка конкурсной документации (документацию об аукционе), в части вопросов, входящих в компетенцию отдела; Личностные качества необходимые для успешной работы: -Системное мышление, склонность и способности к аналитической деятельности. -Аккуратность, внимательность, педантичность, пунктуальность. Условия: в соответствии с Федеральным законом от 27.07.2004 № 79-ФЗ ""О государственной гражданской службе Российской Федерации"", указом Президента РФ от 01.02.2005 N 112 «О конкурсе на замещение вакантной должности государственной гражданской службы Российской Федерации» Работа на Государственной службе. Размер и порядок оплаты труда регулируется Федеральным законом ""О государственной гражданской службе"" и зависит от стажа работы и государственного чина. График работы: 5-дневная рабочая неделя, с 08:30 до 17:30 ч Ждем ваше резюме! !Обращаем внимание соискателей - финальный выбор и прием осуществляется по результатам прохождения конкурсного отбора согласно 79 ФЗ ","Экспертиза проектов, программ и других документов органов исполнительной власти Челябинской области в части использования информационных технологий;,ежеквартальный сбор, свод и подготовка данных для представления информации о выполнении плана перехода на предоставление в электронном виде государственных услуг;,ведение и реализация проектов Министерства информационных технологий, связи и цифрового развития Челябинской области;,разработка конкурсной документации (документацию об аукционе), в части вопросов, входящих в компетенцию отдела;",1–3 года,Заместитель начальника (консультант) отдела электронного правительства в Министерстве,"Высшее образование,Опыт работы с аналитическими системами,Опыт работы в сфере ИТ,Умение работать с нормативно-правовой базой",30000.0,23000.0,полный день,"Государственные закупки,Гарант,Консультант плюс,Пользователь ПК,Государственные структуры",Полная занятость,https://tyumen.hh.ru/vacancy/39806322
40,Челябинск,Областное государственное бюджетное учреждение Челябинский региональный центр навигационно-информационных технологий,"в соответствии с Федеральным законом от 27.07.2004 № 79-ФЗ ""О государственной гражданской службе Российской Федерации"", указом Президента РФ от 01.02.2005 N 112 «О конкурсе на замещение вакантной должности государственной гражданской службы Российской Федерации»,Работа на Государственной службе.,Размер и порядок оплаты труда регулируется Федеральным законом ""О государственной гражданской службе"" и зависит от стажа работы и государственного чина.,График работы: 5-дневная рабочая неделя, с 08:30 до 17:30 ч",12 октября 2020," Консультант информационно - аналитического отдела управления стратегического планирования и анализа- вакансия Министерства информационных технологий, связи и цифрового развития Челябинской области. Министерство информационных технологий, связи и цифрового развития Челябинской области является исполнительным органом государственной власти Челябинской области, осуществляющим реализацию единой государственной политики в сфере развития информационного общества в Челябинской области и выполняющим функции оператора электронного правительства Челябинской области. Мы приглашаем соискателей с активной гражданской позицией, способных своей деятельностью вносить вклад в развитие нашего региона и его жителей. Мы рады видеть вас в нашей команде, если вы: Легко и продуктивно выстраиваете коммуникации. Открыты и восприимчивы к инновациям. Способны достигать результата, работая в режиме многозадачности. Активны, ответственны, ориентированы на достижение отличного результата. Легко усваиваете информацию и готовы непрерывно учиться. Мечтаете развиваться в государственной структуре и иметь причастность к профессиональной команде, быть частью которой престижно и почетно. Для вас: Стабильность и соц.гарантии в соответствии с законом . Забота: уютный офис в центре города с современной техникой и собственной обеденной зоной. Ежегодная диспансеризация за счет работодателя. Обучение: в разных форматах - очное, участие в форумах, конференциях, тренингах и мастер-классах. Ежеквартальные премии по результатам работы в размере месячной з/п. Дополнительные выплаты к отпускам и праздничным датам. Дополнительные выплаты на медицинские цели. Размер и порядок оплаты труда регулируется Федеральным законом ""О государственной гражданской службе"" и зависит от стажа работы и государственного чина. Требования: Высшее образование Опыт работы с аналитическими системами Опыт работы в сфере ИТ Отличный уровень владения программой EXСEL Обязанности: 1) Работа с большим объемом информации (обработка файлов в EXСEL) 2) Мониторинг соответствия официальных интернет-сайтов органов государственной власти требованиям Федерального закона «Об обеспечении доступа к информации о деятельности государственных органов и органов местного самоуправления»» № 8-ФЗ от 9 февраля 2009 года 3) подготовка отчетностей в системе ГАС Управление, в федеральные органы исполнительной власти, в аппарат полномочного представителя Президента РФ в Уральском федеральном округе 4) Формирование рейтингов муниципальных образований Челябинской области в сфере ИТ, формирование оценки эффективности руководителей ОИВ по Критериям ИТ-развития и оценки Качества предоставления государственных услуг 5) Разработка документации для закупки товаров, работ, услуг в соответствии с Федеральным законом от 05.04.2013 №44-ФЗ 6) Подготовка методических материалов, нормативных правовых и локальных правовых актов, необходимых для выполнения функций информационно-аналитического отдела 7) Участвует в планировании деятельности отдела и формировании отчетности отдела Личностные качества необходимые для успешной работы: -Системное мышление, склонность и способности к аналитической деятельности. -Аккуратность, внимательность, педантичность, пунктуальность. Условия: в соответствии с Федеральным законом от 27.07.2004 № 79-ФЗ ""О государственной гражданской службе Российской Федерации"", указом Президента РФ от 01.02.2005 N 112 «О конкурсе на замещение вакантной должности государственной гражданской службы Российской Федерации» Работа на Государственной службе. Размер и порядок оплаты труда регулируется Федеральным законом ""О государственной гражданской службе"" и зависит от стажа работы и государственного чина. График работы: 5-дневная рабочая неделя, с 08:30 до 17:30 ч Ждем ваше резюме! !Обращаем внимание соискателей - финальный выбор и прием осуществляется по результатам прохождения конкурсного отбора согласно 79 ФЗ ","в соответствии с Федеральным законом от 27.07.2004 № 79-ФЗ ""О государственной гражданской службе Российской Федерации"", указом Президента РФ от 01.02.2005 N 112 «О конкурсе на замещение вакантной должности государственной гражданской службы Российской Федерации»,Работа на Государственной службе.,Размер и порядок оплаты труда регулируется Федеральным законом ""О государственной гражданской службе"" и зависит от стажа работы и государственного чина.,График работы: 5-дневная рабочая неделя, с 08:30 до 17:30 ч",1–3 года,Заместитель начальника (консультант) информационно-аналитического отдела в Министерстве,"Высшее образование,Опыт работы с аналитическими системами,Опыт работы в сфере ИТ,Отличный уровень владения программой EXСEL",30000.0,23000.0,полный день,"MS PowerPoint,Государственные структуры,Государственные закупки,Гарант,Электронная почта",Полная занятость,https://tyumen.hh.ru/vacancy/39753059
246,Челябинск,Областное государственное бюджетное учреждение Челябинский региональный центр навигационно-информационных технологий,,14 октября 2020," Консультант отдела развития центров обработки данных-вакансия Министерства информационных технологий, связи и цифрового развития Челябинской области. Мы приглашаем соискателей с активной гражданской позицией, неравнодушных и ответственных, с желанием реализовать свои идеи во благо нашего региона. Мы рады видеть вас в нашей команде, если вы: Легко и продуктивно выстраиваете коммуникации. Открыты и восприимчивы к инновациям. Способны достигать результата, работая в режиме многозадачности. Активны, ответственны, ориентированы на достижение отличного результата. Легко усваиваете информацию и готовы непрерывно учиться. Мечтаете развиваться в государственной структуре и иметь причастность к профессиональной команде, быть частью которой престижно и почетно. Для вас: Стабильность и соц.гарантии в соответствии с законом . Забота: уютный офис в центре города с современной техникой и собственной обеденной зоной. Ежегодная диспансеризация за счет работодателя. Обучение: в разных форматах - очное, участие в форумах, конференциях, тренингах и мастер-классах. Ежеквартальные премии по результатам работы. Дополнительные выплаты к отпускам и праздничным датам. Дополнительные выплаты на медицинские цели. Размер и порядок оплаты труда регулируется Федеральным законом ""О государственной гражданской службе"" и зависит от стажа работы и государственного чина. Обязанности: Администрирование и техническая поддержка серверов, приложений и инфраструктурных сервисов на базе Microsoft/Linux; Администрирование и техническая поддержка Ethernet и SAN сети центра обработки данных; Поддержка кластеров виртуализации на базе VMware; Администрирование ИТ-сервисов на базе Microsoft и Linux системах (AD, DHCP, DNS, GPO, WSUS, APACHE TOMCAT, POSTGRESQL, ZABBIX и т.д.); Разработка документации и инструкций по технической поддержке и обслуживанию программной и аппаратной части центра обработки данных. Требуемые навыки: Глубокие знания серверных систем, опыт самостоятельного развертывания серверов и сервисов; Знания AD, DNS, DHCP, GPO,WSUS, PowerShell, MS SQL, APACHE TOMCAT, POSTGRESQL, ZABBIX, скриптовых языков; Опыт администрирования MS SQL, POSTGRESQL; NIX систем (Debian (Ubuntu)‚ FreeBSD, RedHat)‚ Глубокие знания основ построения CKC/ЛВС (TCP/IP, VPN, VLAN), протоколов статической и динамической маршрутизации; Знание принципов работы и умение осуществлять настройку управляемых коммутаторов, маршрутизаторов и межсетевых экранов Cisco; Знание систем хранения данных сетевого и блочного типа; Опыт работы с системами мониторинга – Zabbix; Опыт работы с виртуальными и кластерными решениям; Опыт в поддержке систем защиты информации, антивирусной защиты, резервного копирования; Логическое мышление (умение рассуждать и разбираться в проблемной ситуации/аварии); Владение инструментами диагностики (системы мониторинга, средства анализа и отладки). Требования: Высшее образование области ИТ (предпочтительно по специальностям: «Автоматизированные системы обработки информации и управления», «Вычислительные машины, комплексы, системы и сети», «Информационные технологии», «Прикладная математика», «Программное обеспечение вычислительной техники и автоматизированных систем», «Информатика и вычислительная техника») Английский на уровне чтения технической документации Опыт работы системным администратором от 3 лет Личностные качества необходимые для успешной работы: -Системное мышление, склонность и способности к аналитической деятельности. -Аккуратность, внимательность, педантичность, пунктуальность. Условия: Работа на Государственной службе. Стабильность и соц.гарантии в соответствии с законом; Интересные, перспективные и амбициозные задачи, деятельность на благо региона и его жителей; Возможность стать частью высокопрофессиональной команды и способствовать развитию ИТ-отрасли Челябинской области; Размер и порядок оплаты труда регулируется Федеральным законом ""О государственной гражданской службе"" и зависит от стажа работы и государственного чина. График работы: 5-дневная рабочая неделя, пн.- чт. с 08:30 до 17:30 ч., пт - с 08.30 до 16.15 Работа в Центре города. Ежеквартальные премии по результатам работы. Дополнительные выплаты к отпускам и праздничным датам. Дополнительные выплаты на медицинские цели. ! Обращаем внимание соискателей - финальный выбор и прием осуществляется по результатам прохождения конкурсного отбора согласно 79 ФЗ. Ждем ваши резюме! ",,3–6 лет,ИТ специалист/Заместитель начальника (консультант) отдела развития центров обработки данных,"Высшее образование области ИТ (предпочтительно по специальностям: «Автоматизированные системы обработки информации и управления», «Вычислительные машины, комплексы, системы и сети», «Информационные технологии», «Прикладная математика», «Программное обеспечение вычислительной техники и автоматизированных систем», «Информатика и вычислительная техника»),Английский на уровне чтения технической документации,Опыт работы системным администратором от 3 лет",30000.0,23000.0,полный день,"Английский — A1 — Начальный,Администрирование,Государственные закупки,Государственные структуры,Информационные технологии",Полная занятость,https://tyumen.hh.ru/vacancy/39817930
567,Челябинск,Областное государственное бюджетное учреждение Челябинский региональный центр навигационно-информационных технологий,,14 октября 2020," Заместитель начальника (консультант) отдела сетей и видео-конференц-связи - вакансия Министерства информационных технологий, связи и цифрового развития Челябинской области. Министерство информационных технологий, связи и цифрового развития Челябинской области является исполнительным органом государственной власти Челябинской области, осуществляющим реализацию единой государственной политики в сфере развития информационного общества в Челябинской области и выполняющим функции оператора электронного правительства Челябинской области. Мы приглашаем соискателей с активной гражданской позицией, способных своей деятельностью вносить вклад в развитие нашего региона и его жителей. Мы рады видеть вас в нашей команде, если вы: Легко и продуктивно выстраиваете коммуникации. Открыты и восприимчивы к инновациям. Способны достигать результата, работая в режиме многозадачности. Активны, ответственны, ориентированы на достижение отличного результата. Легко усваиваете информацию и готовы непрерывно учиться. Мечтаете развиваться в государственной структуре и иметь причастность к профессиональной команде, быть частью которой престижно и почетно. Для вас: Стабильность и соц.гарантии в соответствии с законом . Забота: уютный офис в центре города с современной техникой и собственной обеденной зоной. Ежегодная диспансеризация за счет работодателя. Обучение: в разных форматах - очное, участие в форумах, конференциях, тренингах и мастер-классах. Ежеквартальные премии по результатам работы в размере месячной з/п. Дополнительные выплаты к отпускам и праздничным датам. Дополнительные выплаты на медицинские цели. Размер и порядок оплаты труда регулируется Федеральным законом ""О государственной гражданской службе"" и зависит от стажа работы и государственного чина. Необходимые профессиональные знания и навыки: Знание современных информационных технологий, принципов построения локально-вычислительных и глобальных сетей, основ проектного управления Техническая грамотность (владение терминологией) Навыки администрирования доменов Windows, Linux, СУБД, ЛВС, настройки информационных сервисов, настройки программных средств для работы с ЭЦП Навыки установки и настройки виртуальных серверов, организации открытых и защищенных беспроводных сетей, осуществления комплексной поддержки ИТ-инфраструктуры организации Логическое мышление (умение рассуждать и разбираться в проблемной ситуации/аварии); Владение инструментами диагностики (системы мониторинга, средства анализа и отладки). Требования: Высшее образование области ИТ (предпочтительно по специальностям: «Автоматизированные системы обработки информации и управления», «Вычислительные машины, комплексы, системы и сети», «Информационные технологии», «Прикладная математика», «Программное обеспечение вычислительной техники и автоматизированных систем», «Информатика и вычислительная техника») Опыт работы системным администратором от 3 лет Опыт работы с госсзакупками, знание необходимых нормативно-правовых актов Опыт работы с системами IP- телефонии, видео-конференц-связи Опыт руководства коллективом, планирования и организации работы подразделения Личностные качества необходимые для успешной работы: -Системное мышление, склонность и способности к аналитической деятельности. -Аккуратность, внимательность, педантичность, пунктуальность. Условия: Работа на Государственной службе. Стабильность и соц.гарантии в соответствии с законом; Интересные, перспективные и амбициозные задачи, деятельность на благо региона и его жителей; Возможность стать частью высокопрофессиональной команды и способствовать развитию ИТ-отрасли Челябинской области; Размер и порядок оплаты труда регулируется Федеральным законом ""О государственной гражданской службе"" и зависит от стажа работы и государственного чина. График работы: 5-дневная рабочая неделя, пн.- чт. с 08:30 до 17:30 ч., пт - с 08.30 до 16.15 Работа в Центре города. Ежеквартальные премии по результатам работы. Дополнительные выплаты к отпускам и праздничным датам. Дополнительные выплаты на медицинские цели. ! Обращаем внимание соискателей - финальный выбор и прием осуществляется по результатам прохождения конкурсного отбора согласно 79 ФЗ. Ждем ваши резюме! ",,3–6 лет,ИТ специалист/Заместитель начальника (консультант) отдела сетей и видео-конференц-связи,"Высшее образование области ИТ (предпочтительно по специальностям: «Автоматизированные системы обработки информации и управления», «Вычислительные машины, комплексы, системы и сети», «Информационные технологии», «Прикладная математика», «Программное обеспечение вычислительной техники и автоматизированных систем», «Информатика и вычислительная техника»),Опыт работы системным администратором от 3 лет,Опыт работы с госсзакупками, знание необходимых нормативно-правовых актов,Опыт работы с системами IP- телефонии, видео-конференц-связи,Опыт руководства коллективом, планирования и организации работы подразделения",30000.0,23000.0,полный день,"Zabbix,Администрирование серверов Windows,Active Directory,Информационные технологии,Администрирование серверов Linux",Полная занятость,https://tyumen.hh.ru/vacancy/39817726
1,Челябинск,Канцбюро,,14 октября 2020," Мы предлагаем нашим сотрудникам: Трудоустраиваем официально, у наших сотрудников оплачиваемый отпуск/больничные, многие сотрудники «вырастают» в Компании и работают десятилетиями. Заработную плату платим своевременно, 2 раза в месяц; Удобный и стабильный график работы в будни 9 00 – 18 00; Повышаем профессиональный уровень сотрудников за счет корпоративного обучения; Отличное конкурентное товарное предложение от лучших и крупнейших производителей товаров для офиса, школы и детского творчества; Выверенная система сотрудничества с клиентами, программы лояльности, акции и спецпредложения; У нас молодой дружный коллектив, обеспечиваем поддержку новичков на этапе адаптации (система наставничества); У нас насыщенная корпоративная жизнь. Для наших сотрудников действует корпоративная скидка на нашу продукцию Чем нужно заниматься: Разработка дизайнов рекламной продукции: визитки, листовки, презентации, баннеры и др.; Фото и обработка изображений товаров; Верстка каталога; Разработка дизайнов упаковки товарной линейки; Предпечатная подготовка, взаимодействие с типографиями; Размещение информации на сайте и в соц.сетях. От вас потребуется: Портфолио ваших работ!! Работа в штате компании (полный рабочий день, полная занятость), не рассматриваем сотрудников на удалении. Умение работать в ­­­­­­­Adobe InDesign, Corel Draw, Adobe Photoshop и других графических редакторах Успешный опыт работы на аналогичной должности от 1 года Профильное образование Умение работать над несколькими проектами одновременно. Стилистическая, орфографическая и техническая грамотность Активность, системность, целеустремленность, желание профессионально развиваться Творческий подход к выполнению задач, креативность, инициативность, работа в команде. Не упустите шанс стать частью нашей команды! ",,1–3 года,Графический дизайнер,,30000.0,25000.0,полный день,"Adobe Photoshop,Adobe InDesign,CorelDRAW,Графический дизайн,Верстка",Полная занятость,https://tyumen.hh.ru/vacancy/39502831
198,Челябинск,Союз-Игрушка,,15 октября 2020," Союз игрушка – крупная оптово-розничная компания, представленная в филиалах Екатеринбурга, Челябинска, Магнитогорска, Тюмени и Казахстане. В 1996 году компания начала серьезно заниматься продажей детских игрушек на территории России - именно этот год и считается годом основания компании. Свою главную задачу мы видим в том, чтобы представлять для наших любимых покупателей широкий ассортимент продукции: детских игрушек, творчество, канцелярия, линейка детской одежды и обуви. Для достижения нашей цели и успешного развития компании мы привлекаем на работу сотрудников, мечтающих о динамичной профессии и готовых реализовывать свои идеи. Нам нужны ответственные, доброжелательные, умеющие работать в команде сотрудники. Если Вы считаете себя именно таким, и Вас не испугать интенсивным рабочим днем, тогда отправляйте свой отклик! Чем придется заниматься? <ol> Помощь сотрудникам компании в освоении ПО «1С: Комплексная автоматизация». Работа с обращениями сотрудников по вопросам работы программы. Настройка ролей и прав пользователей. </ol> Что нужно? <ol> Умение работать с людьми. Знание программы «1С: Комплексная автоматизация». Опыт работы не важен, главное умение и желание работать в программе 1С. </ol> Мы предлагаем: <ol> График работы 5/2 с 9:00 до 18:00, выходные - сб., вс. Своевременную стабильную заработную плату (на испыт.сроке 25 000 руб, после испыт.срока 30 000 руб). Рабочее место: Троицкий тракт 76Б (ТК Усадьба). Приобретение товара по ценам оптовиков. Подарки Вашим детям на Новый год и 1 сентября первоклассникам; Комфортное рабочее место (кулер, холодильник, микроволновка). Активную корпоративную жизнь. Просторную автопарковку, если вы на своем транспорте. Бесплатная доставка служебным транспортом на работу и с работы из различных районов города (ЧТЗ, Ленинский, Северо-запад). </ol> ",,1–3 года,Специалист технической поддержки,,30000.0,25000.0,полный день,"Работа с людьми,1С: Комплексная автоматизация",Полная занятость,https://tyumen.hh.ru/vacancy/39736696
300,Челябинск,Областное государственное бюджетное учреждение Челябинский региональный центр навигационно-информационных технологий,"пятидневная рабочая неделя с 8.30 до 17.30. Пятница до 16.15.,полный социальный пакет, комфортный офис в центре города БЦ Ньютон),кофе машина, зоны отдыха;,официальная стабильная заработная плата (2 раза в месяц) и квартальные премии;,профессиональное развитие и обучение за счет работодателя;,молодой, амбициозный коллектив единомышленников;,сопричастность к проектам регионального и федерального уровня;,возможность самореализации;,дополнительные премии по факту решения задач и завершения проектов;,полное соблюдение ТК РФ.",15 октября 2020," ""iТерритория ""- организация, подведомственная министерству информационных технологий и связи Челябинской области. «iТерритория» обеспечивает и поддерживает работоспособность информационных систем и информационную безопасность автоматизированных систем органов исполнительной власти Челябинской области и разрабатывает программные продукты для Правительства ЧО. В организации есть все возможности для получения опыта разработки уникальных для РФ продуктов и реализации социально-значимых проектов по информатизации различных сфер жизни населения Челябинской области. Обязанности: осуществляет сопровождение внедренных программ и программных средств; оказывает консультационные услуги пользователям по работе с информационными системами( ИС) в области геоинформатики (ГИС), навигационной деятельности (РНИС), градостроительной деятельности (ИСОГД) и интернет-сайтами, выполняет работы, согласно плану мероприятий по обеспечению доступности ИС и интернет-сайтов для пользователей; осуществляет администрирование баз данных информационных систем и интернет-сайтов, в том числе, обеспечение возможности доступа к базам данных в режиме непосредственного или телекоммуникационного доступа; осуществляет обработку обращений пользователей информационных систем и интернет-сайтов, касающихся доработки и/или изменения программных кодов, обеспечения доступа пользователей к ИС; работа с пространственными данными (создание, обработка, преобразование, экспорт/импорт, публикация, хранение, поиск, анализ, структурирование, классификация и т.д.; работа с БД геопространственных и навигационных данных, работа с ПО ГИС и НИС; сопровождение ПО для обеспечения градостроительной деятельности (ГИСОГД);; участие в разработке отраслевых сервисов, написании технических заданий, организация взаимодействия в рамках проектов. Требования: высшее профессиональное (IT) образование; знание языков программирования: C#(asp.net mvc), JavaScript(jQuery, Ajax), HTML\CSS; базовые знания программирования: понимание принципов ООП, умение писать качественный, сопровождаемый код, разбираться в чужом коде; навыки работы с БД (MsSql, MySql, postgreSQL); базовые навыки обслуживания и администрирования информационных систем на основе ОС Windows и Linux, в том числе создание резервных копий; навыки развёртывания информационных систем ""с нуля"". Условия: пятидневная рабочая неделя с 8.30 до 17.30. Пятница до 16.15. полный социальный пакет, комфортный офис в центре города БЦ Ньютон) кофе машина, зоны отдыха; официальная стабильная заработная плата (2 раза в месяц) и квартальные премии; профессиональное развитие и обучение за счет работодателя; молодой, амбициозный коллектив единомышленников; сопричастность к проектам регионального и федерального уровня; возможность самореализации; дополнительные премии по факту решения задач и завершения проектов; полное соблюдение ТК РФ. ","осуществляет сопровождение внедренных программ и программных средств;,оказывает консультационные услуги пользователям по работе с информационными системами( ИС) в области геоинформатики (ГИС), навигационной деятельности (РНИС), градостроительной деятельности (ИСОГД) и интернет-сайтами, выполняет работы, согласно плану мероприятий по обеспечению доступности ИС и интернет-сайтов для пользователей;,осуществляет администрирование баз данных информационных систем и интернет-сайтов, в том числе, обеспечение возможности доступа к базам данных в режиме непосредственного или телекоммуникационного доступа;,осуществляет обработку обращений пользователей информационных систем и интернет-сайтов, касающихся доработки и/или изменения программных кодов, обеспечения доступа пользователей к ИС;,работа с пространственными данными (создание, обработка, преобразование, экспорт/импорт, публикация, хранение, поиск, анализ, структурирование, классификация и т.д.;,работа с БД геопространственных и навигационных данных, работа с ПО ГИС и НИС;,сопровождение ПО для обеспечения градостроительной деятельности (ГИСОГД);;,участие в разработке отраслевых сервисов, написании технических заданий, организация взаимодействия в рамках проектов.",1–3 года,Главный специалист отдела геоинформационных систем (ГиНС),,30000.0,25000.0,полный день,,Полная занятость,https://tyumen.hh.ru/vacancy/39487284
376,Челябинск,SMS Metallurgical Service LLC,,28 сентября 2020," Обязанности : Поддержка IT-инфраструктуры офиса и пользователей ПК (работа офисной техники и ПО). Требования : Высшее/среднее профессиональное уровень владения английским языком - базовый и выше Знание программ Windows 7-10 на уровне администратора, знание основных понятий о локальных сетях (TCP/IP, Ethernet, WiFi, DHCP) Условия : - Официальное трудоустройство с первого дня, официальная заработная плата, 5-ти дневный рабочий график, сб., вс. - выходные. ",Поддержка IT-инфраструктуры офиса и пользователей ПК (работа офисной техники и ПО).,1–3 года,IT-специалист,"Высшее/среднее профессиональное,уровень владения английским языком - базовый и выше,Знание программ Windows 7-10 на уровне администратора, знание основных понятий о локальных сетях (TCP/IP, Ethernet, WiFi, DHCP)",30000.0,30000.0,полный день,,Полная занятость,https://tyumen.hh.ru/vacancy/39483032
