,address,company,conditions,date,description,duty,experience,name,requirements,salaryMAX,salaryMIN,schedule,skills,type_of_employment,url
125,Челябинск,Астрея,,14 октября 2020," Компания «Астрея» растет и ищет отличного менеджера в отдел телемаркетинга на входящий поток. Мы занимаемся банкротством физических лиц, помогаем людям в сложных жизненных ситуациях списать свои долги по кредитам. Сейчас нас 30 человек, а к середине следующего года мы планируем вырасти вдвое, поэтому мы предлагаем присоединиться к нашей команде. ОБЯЗАННОСТИ: Звонить клиентам, которые оставили заявку сайте. Кратко выяснить и зафиксировать ситуацию клиента, проверить подходит ли он на банкротство. Записать клиента на консультацию юриста. ОТ ВАС МЫ ЖДЕМ: Успешный опыт работы и коммуникации с клиентами. Желание обучаться и приобретать новые навыки. Мы заботимся о здоровье и комфорте сотрудников, поэтому предлагаем: Обучение продукту и ввод в работу. Обучение продажам и наставничество от коллег, до выхода на плановые показатели. Красивый офис в центре города. Удобный график 2/2 с 09:00 до 21:00; Столовая в офисе: чай, кофе, сахар без ограничения; Официальное трудоустройство согласно ТК РФ с первого дня. Средний доход менеджера отдела телемаркетинга - 30 000 рублей Адрес места работы: Челябинск, Сони Кривой 43А ",,1–3 года,Менеджер отдела телемаркетинга на входящий поток клиентов,,34000.0,27000.0,полный день,"Работа в команде,Телемаркетинг,Грамотная речь,Ориентация на результат,Активные продажи,Холодные продажи",Полная занятость,https://tyumen.hh.ru/vacancy/39415808
42,Челябинск,Некстайп,,15 октября 2020," Мы — разработчики готовых решений на платформе 1С-Битрикс и просто крутая, маленькая веб-студия с багажом знаний по разработке и интернет-маркетингу. Нам 10 лет, каждый из которых мы показываем стабильный рост. Среди наших клиентов Nutricia, Heinz Baby, Coral Travel, Metro CC и ряд других, крупных, известных компаний. Ищем в команду начинающего backend разработчика . Научим его правильно и быстро разрабатывать приложения на PHP с использованием популярных фреймворков, в совершенстве владеть unix-подобными системами и составлять сложные SQL запросы. Все знания будем приправлять системами контроля версий, к примеру git. Если ты давно хотел программировать для веб, и понимаешь, что дорогу осилит идущий , скорее отправляй информацию о себе, нам на почту. Крайне желательно, чтобы кандидат четко отличал Backend от Frontend, хорошо владел HTML5 и умел пользоваться таблицами каскадных стилей. Плюсом будут знания JavaScript и PHP. И еще мы терпеть не можем нытиков, использующих глаголы “попробую”, “попытаюсь”, “постараюсь” в повседневной жизни, а всех остальных любим, ценим и дарим плюшки. Обязательное условие - прохождение тестового задания. ",,не требуется,Начинающий PHP-программист,,35000.0,15000.0,полный день,"HTML5,PHP5,HTML,SQL,1С-Битрикс,Гибкость,Linux,PHP,CSS,Веб-программирование",Полная занятость,https://tyumen.hh.ru/vacancy/37520260
141,Челябинск,АМК Химико Рус,,23 сентября 2020," Обязанности: Создание, ведение и корректировка рекламных кампаний в Яндекс.Директ, Гугл Адвордс Подбор семантического ядра для рекламных кампаний Работа с системой аналитики Яндекс.Метрика Аналитика используемых ресурсов и их эффективности, внедрение инструментов, повышающих конверсию Отчетность по кампаниям, поисковым фразам Требования: Интерес к сфере интернет-маркетинга, тяга к новым знаниям Понимание специфики работы контекстной рекламы Умение самостоятельно принимать решения Аналитический склад ума, ответственность Условия: Трудоустройство согласно ТК РФ Оклад + премия по выполнению плана Работа в офисе Пятидневная рабочая неделя с 08:30 до 17:30 Рассмотрим,в том числе, студентов - последний курс Если тебе нравится то, что ты делаешь, ты уже на 80% в нашей команде! ",,1–3 года,Интернет-маркетолог(в офис Челябинск),,35000.0,20000.0,полный день,"Контекстная реклама,Яндекс.Директ,Интернет-реклама,Яндекс.Метрика,Интернет маркетинг,Лидогенерация",Полная занятость,https://tyumen.hh.ru/vacancy/39405311
138,Магнитогорск,СИПколор,,23 сентября 2020," Обязанности: - Доработка, поддержка и рефакторинг существующих проектов; - Разработка веб ресурсов под проекты заказчика ( анкеты, страницы заведения заявок с нашей стороны на сторону заказчика , вывод данных статистики, личные кабинеты и т. д. ); - Создание SQL запросов на формирование отчетности для заказчика. Требования: Стэк: Python3; SQL; django - Python — базовые знания фреймворка django; - SQL — базовые знание для написания селективных запросов (СУБД PostgreSQL); - Linux — базовые знание GNU\Linux систем; - front-end - знание html, css, jquery. Приветствуется: - Работа с git; - Nginx — знание для создания конфига сайта; - Умение писать функции триггеры на plpgsql ; - Умение разобраться в чужом коде; - Базовые знания angular2, bootstrap, typescript. Условия: - График работы 5/2 с 09:00 до 18:00, суббота/воскресенье выходные; - Заработная плата на испытательном сроке 25 000 рублей, после прохождения испытательного срока 35 000; - Испытательный срок от трех до шести месяцев; - Выплаты 2 раза в месяц; - Молодой дружный коллектив; - Возможность саморазвития. ",,1–3 года,Full-stack разработчик в колл-центр,,35000.0,25000.0,полный день,"Английский — A1 — Начальный,Git,Django Framework,Linux,Python,PostgreSQL,SQL,HTML,СУБД",Полная занятость,https://tyumen.hh.ru/vacancy/39394374
480,Челябинск,Росохрана,,13 октября 2020," Обязанности: - монтаж и обслуживание домофонов, систем связи, систем контроля доступа, , систем видеонаблюдения, ОПС, АТС, СКУД, ДСКИ, КИПиА Выезд на объекты. Выполнение ремонта и обслуживания, наладки домофона, автоматической ОПС, систем видеонаблюдения, выполнение монтажных работ. Осуществление проверки работоспособности устройств. Заполнение технической документации. Требования: Среднее специальное или высшее образование (предпочтительно техническое, электротехническое); Хорошее знание электротехнического оборудования; Умение работать с электротехническим оборудованием; Знание норм монтажа слаботочных систем; Официальное трудоустройство; Стабильная, заработная плата; Возможность карьерного роста; Обучение внутри компании; Пятидневная рабочая неделя; Опыт работы от 1 года в соответствующей должности, ответственность, пунктуальность, исполнительность, честность, порядочность, аккуратность. Условия: График работы с 8:00 до 17:00 (сб., вс. - выходной). Официальное трудоустройство. Работа в г. Челябинск ","Среднее специальное или высшее образование (предпочтительно техническое, электротехническое);,Хорошее знание электротехнического оборудования;,Умение работать с электротехническим оборудованием;,Знание норм монтажа слаботочных систем;,Официальное трудоустройство;,Стабильная, заработная плата;,Возможность карьерного роста;,Обучение внутри компании;,Пятидневная рабочая неделя;,Опыт работы от 1 года в соответствующей должности, ответственность, пунктуальность, исполнительность, честность, порядочность, аккуратность.",1–3 года,"Монтажник слаботочных сетей техник связи (домофоны, видеонаблюдение СКУД, ДСКИ, ОПС, СКС, ЛВС,КИПиА)","Среднее специальное или высшее образование (предпочтительно техническое, электротехническое);,Хорошее знание электротехнического оборудования;,Умение работать с электротехническим оборудованием;,Знание норм монтажа слаботочных систем;,Официальное трудоустройство;,Стабильная, заработная плата;,Возможность карьерного роста;,Обучение внутри компании;,Пятидневная рабочая неделя;,Опыт работы от 1 года в соответствующей должности, ответственность, пунктуальность, исполнительность, честность, порядочность, аккуратность.",35000.0,25000.0,полный день,"Техническое обслуживание,проектирование опс,Монтаж оборудования,Монтаж инженерных систем,Технические системы и средства безопасности,Системы безопасности,электромонтер,Системы видеонаблюдения,Системы охранно-тревожной сигнализации,Мини-АТС,монтажник,Электрические системы и слаботочные системы,проектирование СКУД,домофон,видеонаблюдение,Производство пусконаладочных работ,Проектирование и монтаж пожарной сигнализации",Полная занятость,https://tyumen.hh.ru/vacancy/39332261
667,Магнитогорск,Uralmedias,"профессиональное обучение;,официальное оформление;,з/п обсуждается на собеседовании;,график работы 5/2, (9:00-18:00);,офис компании находится на ул. Завенягина",24 сентября 2020," Uralmedias - это креативное digital-агентство полного цикла, занимающееся разработкой фирменных сайтов, брендингом, развитием и продвижением проектов в digital-пространстве. Требования: Опыт Backend-разработки на PHP Опыт проектирования баз данных (MySQL) Базовые навыки верстки (HTML5, CSS3) Умение грамотно излагать мысли - письменно и устно Желательно: Знание ООП Опыт работы с 1С-Битрикс Опыт работы с MODX Знание JavaScript на базовом уровне Условия: профессиональное обучение; официальное оформление; з/п обсуждается на собеседовании; график работы 5/2, (9:00-18:00); офис компании находится на ул. Завенягина ",,1–3 года,PHP Developer/Веб-программист junior,"Опыт Backend-разработки на PHP,Опыт проектирования баз данных (MySQL),Базовые навыки верстки (HTML5, CSS3),Умение грамотно излагать мысли - письменно и устно",35000.0,25000.0,полный день,"MySQL,ООП,PHP,1С-Битрикс,HTML5,CSS3,Linux,SQL",Полная занятость,https://tyumen.hh.ru/vacancy/39419793
377,Челябинск,ITL,,22 сентября 2020," Системный администратор / Инженер техподдержки ""Информационно-техническая лаборатория"" - федеральная компания TOП-10 сервисных IT-компаний в РФ (центральный офис в Н.Новгороде, филиал в Москве) в сфере обслуживания ИТ-инфраструктуры (сервера, компьютеры, оргтехника, телефония, сети) для территориально-распределенных компаний по РФ 17+ лет на рынке; 150+ сотрудников; 70+ регионов РФ; 6000+ магазинов по РФ Обслуживаем POS-оборудование, кассы, оргтехнику, АРМ, видео, сервера, телефонию и др. крупных федеральных компаний: ""Пятёрочка"", ""Бристоль"", ""Срочноденьги"", ""Максавит"", ""Миг Кредит"" и другие. Чем предстоит заниматься ? Выезжать на точки крупной торговой сети (в среднем до 3—5 выездов в день) Ремонтировать ПК, настройка локальных сетей. Ремонтировать ККТ, ККМ, настраивать торговое оборудование (предоставляется обучение); Мы предлагаем: Гарантированный оклад + бонусы. Компенсация моб.связи. и ГСМ. Готовы рассматривать кандидатов с небольшим опытом и предоставляем обучение от опытных наставников Возможна работа на совмещение. Наши ожидания: Опыт работы системным администратором и/или в сфере ремонта техники от 6 мес. (либо подходящее образование и готовность обучиться) Будет преимуществом: Опыт работы с торговым оборудованием ",,1–3 года,Системный администратор / Инженер техподдержки,,35000.0,28000.0,полный день,"Ремонт ПК,Настройка ПК,Настройка сетевых подключений,Настройка ПО,Администрирование серверов Windows",Полная занятость,https://tyumen.hh.ru/vacancy/38864156
476,Челябинск,Открытая Линия,,11 октября 2020," Привет! Мы - CITY-CALL – лидирующий аутсорсинговый контактный центр. Работаем с 2009 года, постоянно расширяемся и открываем новые филиалы. На сегодня наша география насчитывает 12 городов и у нас более 1 500 сотрудников. Нашими клиентами являются: банки, аэропорты, телеком, службы доставки, розничные сети, интернет-магазины, сети медицинских компаний, автосалоны, такси и многое другие. Требования: Грамотная устная речь и четкая дикция; Рассматриваем кандидатов без опыта работы; Желание общаться и помогать людям; Уверенный пользователь ПК; Чем ты будешь заниматься: Совершение исходящих звонков по услугам сотового оператора. Мы общаемся с уже действующими клиентами. Предложение выгодного тарифного плана. Консультирование по условиям тарифа Мы предлагаем: Постоянная, стабильная работа; Оформление по ТК РФ с первого дня; Выплаты без задержек (оклад + % от показателей); Графики на выбор: 2/2, 4/3, 5/2 Вечерний развоз на корпоративном такси; Массажный кабинет; Карьерный рост; Офис в центре города с удобной транспортной развязкой. Если тебе интересно наше предложение, то звони и записывайся на собеседование, либо направляй нам резюме, и мы тебе обязательно перезвоним в течение 3‑х рабочих дней! До скорой встречи! Будем рады видеть тебя в нашей команде! ",,не требуется,Продавец-консультант на телефон,"Грамотная устная речь и четкая дикция;,Рассматриваем кандидатов без опыта работы;,Желание общаться и помогать людям;,Уверенный пользователь ПК;",35000.0,28000.0,полный день,"исходящие звонки,входящие звонки,работа с физическими лицами,Грамотная речь,Пользователь ПК",Полная занятость,https://tyumen.hh.ru/vacancy/39457443
491,Челябинск,Абк-Пром,,15 октября 2020, Обязанности: Подготовка файлов на резку Запуск программ обработки Загрузка материала на станок Работа с кран-балкой Уборка и настройка техники Требования: Опыт работы на станках ЧПУ по лазерному раскрою материалов Опыт работы на гибочных прессах ЧПУ Уверенный пользователь ПК Очень желательно умение варить полуавтоматом Очень желательно умение стропалить Условия: график 5/2 официальное трудоустройство ,,1–3 года,Оператор лазерного станка с ЧПУ/оператор гибочного станка с ЧПУ,,35000.0,28000.0,полный день,,Полная занятость,https://tyumen.hh.ru/vacancy/39312125
494,Челябинск,Первый Сотовый,,16 сентября 2020," Обязанности: Отправка коммуникаций сотрудникам компании; Составление правильной коммуникации. Написание регламентов. Контроль выполнения регламентов; Подключение/отключение интернета (при открытии/закрытии ТТ/офиса); Обеспечение ТТ и офисы необходимыми коммуникационными каналами; Работа с manajet. Требования: Знание Excel; Опыт работы в рознице; Умение работать с графическими редакторами; Стрессоустойчивость; Внимательность; Умение работать в режиме многозадачности; Умение работать с текстом, донести информацию. Условия: Новый офис в современном бизнес центре с отличной транспортной доступностью в центре; Оформление по ТК РФ, оплачиваемый отпуск и больничный; Удобный график работы с 09.00 - 18.00, пятидневка; Дружный коллектив; Компания предоставляет возможность понять структуру организации изнутри, изучить все процессы, стать компетентным во всех структурах компании. ",,1–3 года,Специалист по коммуникациям,,35000.0,30000.0,полный день,"Написание текстов,Деловая коммуникация,Грамотность,Поиск информации в интернет,Графические редакторы,Организация рабочих мест,Пользователь ПК",Полная занятость,https://tyumen.hh.ru/vacancy/39257051
