,address,company,conditions,date,description,duty,experience,name,requirements,salaryMAX,salaryMIN,schedule,skills,type_of_employment,url
668,"Магнитогорск, улица Ворошилова, 2",ЦИФРОСИТИ,,12 октября 2020," Требования: • Опыт программирования на платформе 1С ЗУП Предприятие 8.3 • Опыт администрирования и знание SQL • Способность разобраться в реализованных подсистемах и коде. • Готовность к постоянному сотрудничеству и дальнейшему развитию системы компании. Обязанности: • Доработка и сопровождение не типовых и типовых конфигураций 1С Предприятие 8.3 • Внедрение, поддержка и доработка типовых и самописных конфигураций 1С • Решение проблем, возникающих в ходе работы программы • Работа с пользователями, решение задач удаленно на рабочих местах пользователей неодновременно до 40чел. • Составление, обсуждение ТЗ и его реализация ",,1–3 года,Программист 1С,,40000.0,10000.0,полный день,1С программирование,Проектная работа/разовое задание,https://tyumen.hh.ru/vacancy/39746914
0,Челябинск,Коммерсантъ Южный Урал,,13 октября 2020," «Коммерсантъ Южный Урал» –деловое издание в Челябинской, Курганской области Ключевыми являются отраслевые темы, бизнес, экономика, инвестиционная политика, а также важные социально-политические события региона. «Коммерсантъ» – авторитетное и влиятельное медиа для людей, принимающих решения. Газета зарегистрирована в Комитете РФ по печати. Свидетельство о регистрации № 01243 22 декабря 1997 г. Мы ищем менеджера рекламных проектов, по продажам и работе с клиентами. Вам предстоит: - Поддерживать существующую клиентскую базу в активном состоянии, привлекать новых клиентов; - Вести переговоры с первыми лицами компаний; - Выполнять план продаж; Наши ожидания. Вы: - ответственны и обладаете здравомыслием; - готовы много общаться с клиентами, легко находите общий язык с людьми; - внимательны к деталям и настойчивы в достижении целей; - быстро учитесь новому и способны развивать в себе недостающие навыки; Приветствуются: - опыт работы в СМИ; Мы предлагаем вам: - оформление и социальный пакет по ТК РФ; - возможность ведения крупных Федеральных клиентов; - работа в центре города; Вас ждет интересная работа в коллективе авторитетного и уважаемого издания. ",,3–6 лет,Менеджер в отдел рекламы газеты Коммерсантъ-Южный Урал,,40000.0,18000.0,полный день,"Активные продажи,Холодные продажи,Ведение переговоров,Развитие продаж,Поиск и привлечение клиентов,Прямые продажи,Проведение презентаций,Навыки продаж,Работа в команде,Управление проектами,Телефонные переговоры,Заключение договоров,Деловая переписка,Деловое общение",Полная занятость,https://tyumen.hh.ru/vacancy/39763834
84,Челябинск,Юридическая Защита,,13 октября 2020," Обязанности: Исходящие звонки по базе и заявкам клиентов, запись на консультацию к юристам Первичное (краткое) консультирование клиента по телефону Доведение записанного клиента до консультации: напоминания, мотивация, отправка сообщений Доведение проконсультированного клиента до договора: напоминания, мотивация, отправка сообщений Максимальная конверсия из звонка клиенту в запись на консультацию Ведение отчетности о работе с клиентами в CRM, работа с клиентской базой Требования: Опыт работы в Call-центре (будет Вашим преимуществом) Успешный опыт работы с клиентами в сфере обслуживания / продаж Опыт в продаже юридических или банковских услуг (будет Вашим преимуществом) Умение уверенно вести переговоры, убеждать и располагать к себе по телефону Готовность к исходящим звонкам, до 100 звонков в день Умение грамотно излагать мысли в устной и письменной форме Уверенный пользователь: Microsoft Office, Internet, CRM Презентабельный внешний вид, соблюдение дресс-кода Высшее образование: юридическое/экономическое(является конкурентным преимуществом) Условия: ​​​​​​​ Своевременная заработная плата Прозрачная мотивация: оклад + % Комфортный офис: оборудованное рабочее место; ноутбук; телефон; интернет; crm В наличии база клиентов и горячие онлайн заявки клиентов на банкротство Полная занятость, график: 5/2 10:00 - 19.00 или 09:00 – 18:00 В исключительном случае - частичная занятость от 3 часов в день Карьерный рост до: старшего менеджера, руководителя отдела продаж Социально-ориентированный продукт: банкротство физического лица Наставничество, обучение, сопровождение Официальное оформление после испытательного срока (до 3 мес.) Профессиональный рост, приобретение юридических знаний и компетенций ",,1–3 года,Менеджер - оператор,,40000.0,20000.0,полный день,"Телефонные переговоры,Холодные продажи,Активные продажи,CRM,Консультирование",Полная занятость,https://tyumen.hh.ru/vacancy/39797658
356,Челябинск,Skyeng,,1 октября 2020," Мы — Skyeng — крупнейшая онлайн-школа английского языка в восточной Европе. Наша миссия — помочь людям, наконец, выучить английский. Но даже в Skyeng есть ученики, которым не хватило азарта и мотивации продолжать учиться. Сам же знаешь - эти вечные отговорки и “потом, потом, потом”. Если ты уверен, что сможешь вернуть этим ребятам тягу к знаниям и покажешь, что при желании твердый гранит науки рассыпается как песок — скорее к нам на позицию Awake-manager. Ты нам точно не подходишь, если: считаешь, что удалённая работа легче офисной, и график будет таким, какой ты захочешь; собираешься совмещать эту должность с другой работой или учёбой; у тебя совсем нет опыта продаж. Хотя бы три года. Ну ладно, два; не умеешь и не любишь много общаться по телефону; ты интроверт. Даже наполовину. Ты отличный кандидат, если: у тебя есть успешный опыт активных продаж; у тебя безупречно грамотная речь; умеешь убеждать, интеллигентно и грамотно доносить свою точку зрения; уверенно пользуешься компьютером хотя бы на уровне продвинутого юзера; десятки звонков в день для тебя ерунда, главное добиться цели. Жди от нас: Оклад 20 000 рублей и премия до 20 000 рублей. Премия зависит от того, сколько учеников вернутся к занятиям; постоянное обучение и совершенствование навыков; возможность быстрого роста (все зависит от тебя, конечно же); ежегодный оплачиваемый отпуск. Твои обязанности: обзвон готовой базы учеников, которые когда-то занимались в нашей школе; обзвон учеников с нулевым балансом; соблюдать бизнес-процессы компании, работать в CRM-системе и вести отчётность. ",,1–3 года,Менеджер по сопровождению/Awake-менеджер,,40000.0,20000.0,удаленная работа,"Активные продажи,Английский язык,Грамотная речь,CRM,Телефонные переговоры,Сопровождение клиентов",Полная занятость,https://tyumen.hh.ru/vacancy/39574982
540,Магнитогорск,Смарт ПО,"Работа в динамично развивающейся IT- компании 1С:Франчайзи;,Обучение за счет компании;,Комфортабельный офис;,График работы понедельник – пятница, с 8.00 до 17.00 или с 09:00 до 18:00;,Трудоустройство в соответствии с ТК РФ;,Оплата: оклад + % бонус от выполненных работ;,Неотъемлемой частью работы является постоянное обучение и повышение квалификации",28 сентября 2020," Обязанности: Консультирование пользователей программ 1С по телефону, почте и в режиме удаленного доступа (по оперативным вопросам бухгалтерского учета); Обучение клиентов по методике работы и решению задач учета в программах 1С; Исправление ошибок, допущенных при ведении учета; Установка обновлений платформы и конфигураций 1С клиентам компании; Установка и настройка дополнительных сервисов (1С:Отчётность); Демонстрация и презентация информационной системы 1С:ИТС и сервисов; Обработка обращений от клиентов по телефону и электронной почте, Требования Высшее или среднее техническое образование (Бухгалтерский учет); Уверенное владение ПК); Интерес к информационным технологиям, коммуникабельность; Ответственность, нацеленность на результат. Наличие сертификатов 1С приветствуется Условия: Работа в динамично развивающейся IT- компании 1С:Франчайзи; Обучение за счет компании; Комфортабельный офис; График работы понедельник – пятница, с 8.00 до 17.00 или с 09:00 до 18:00; Трудоустройство в соответствии с ТК РФ; Оплата: оклад + % бонус от выполненных работ; Неотъемлемой частью работы является постоянное обучение и повышение квалификации ",,не требуется,Бухгалтер-консультант 1С,"Высшее или среднее техническое образование (Бухгалтерский учет);,Уверенное владение ПК);,Интерес к информационным технологиям, коммуникабельность;,Ответственность, нацеленность на результат.,Наличие сертификатов 1С приветствуется",40000.0,20000.0,полный день,"Настройка ПК,Клиентоориентированность,Информационные технологии,Обновление конфигурации 1С,Консультирование клиентов,Консультирование,1С: Предприятие 8,1C: Бухгалтерия",Полная занятость,https://tyumen.hh.ru/vacancy/39468176
623,Челябинск,Интроверт,,21 сентября 2020," Интроверт — компания, которая занимается автоматизацией отделов продаж. Мы работаем с CRM-системой amoCRM и растем на 350% в год. За последние три года работы мы осуществили 200 проектов по внедрению, среди которых: Нетология-групп, Лайк Холдинг, CallbackHunter, газета Ведомости, HabraHabr, Гифтери, банк Точка и другие компании. Работы будет много. Мы строим распределенную команду, которая эффективна за счет IT-технологий и помогаем эти технологии внедрять своим клиентам. Кого мы ищем: Мы ищем трудолюбивого и ответственного человека, желающего развиваться в области программирования. Задачи: Задачи по автоматизации, работа с API сервисов телефонии, CRM, учетных систем и т.д.; Разработка fronted-приложений на JS Разработка функционала в рамках поставленных задач (PHP, MySQL, JS). Требования: Знание PHP, JS; Желание вникать в бизнес-логику выполняемых задач; Умение действовать самостоятельно; Умение разбираться в чужом коде; Плюсом будет знание CSS, HTML, JQuery; Приветствуется: умение работать с git, composer; Личные качества: ответственность, коммуникабельность, желание обучаться и вникать в задачи. Мы предлагаем: Работа на интересном проекте на растущем рынке и технически сильной команде; Возможность профессионального и карьерного роста; Обучение от технического директора (опыт в IT 8 лет) и продуктовой команды; График работы: 5/2 с 09.00 до 18.00 (возможен более гибкий график по индивидуальной договоренности); Стажировка в течении 2-х недель, оклад 15 000 рублей. По окончании стажировки работа в компании, оклад 20 000 с ростом до 40 000. Отсутствие необходимости работать в офисе: можно из дома, кафе или Таиланда; Молодой и дружный коллектив. ",,не требуется,Программист PHP (Junior)," , , , , , , , , , , , , , ",40000.0,20000.0,удаленная работа,"PHP,MySQL,HTML,jQuery,CSS,Git",Полная занятость,https://tyumen.hh.ru/vacancy/39349132
58,Челябинск,ЦентрПроф,"удаленная работа на дому, график 2/2 (дневные или ночные смены);,дистанционное оплачиваемое обучение;,официальное трудоустройство;,конкурентная заработная плата, возможность влиять на свой доход;,отличная команда руководителей и наставников;,возможность карьерного роста и развития.",7 октября 2020," Мы являемся официальными партнерами Яндекс.Такси. В поддержку каждый день пишут тысячи пользователей и водителей. Они задают вопросы, просят помочь, делятся идеями, как улучшить сервис. Мы ищем в большую и дружную команду человека, который станет поддерживать пользователей и водителей и помогать им. Вам предстоит: быстро отвечать на обращения; работать с пользователями, таксопарками и водителями; развивать процессы и инструменты, улучшающие качество Яндекс.Такси. Мы ждем, что вы: грамотная письменная и устная речь; умеете параллельно решать разноплановые задачи; способны работать в команде; способны принимать решения самостоятельно. Условия: удаленная работа на дому, график 2/2 (дневные или ночные смены); дистанционное оплачиваемое обучение; официальное трудоустройство; конкурентная заработная плата, возможность влиять на свой доход; отличная команда руководителей и наставников; возможность карьерного роста и развития. ",,не требуется,Специалист службы поддержки (удаленно),,40000.0,22000.0,удаленная работа,"Английский — A1 — Начальный,Грамотная речь,Обучение и развитие,Грамотность",Полная занятость,https://tyumen.hh.ru/vacancy/39686045
506,Челябинск,ЦентрПроф,"удаленная работа на дому, график 2/2 (дневные или ночные смены);,дистанционное оплачиваемое обучение;,официальное трудоустройство;,конкурентная заработная плата, возможность влиять на свой доход;,отличная команда руководителей и наставников;,возможность карьерного роста и развития.",1 октября 2020," Мы являемся официальными партнерами Яндекс.Такси. В поддержку каждый день пишут тысячи пользователей и водителей. Они задают вопросы, просят помочь, делятся идеями, как улучшить сервис. Мы ищем в большую и дружную команду человека, который станет поддерживать пользователей и водителей и помогать им. Вам предстоит: быстро отвечать на обращения; работать с пользователями, таксопарками и водителями; развивать процессы и инструменты, улучшающие качество Яндекс.Такси. Мы ждем, что вы: грамотная письменная и устная речь; умеете параллельно решать разноплановые задачи; способны работать в команде; способны принимать решения самостоятельно. Условия: удаленная работа на дому, график 2/2 (дневные или ночные смены); дистанционное оплачиваемое обучение; официальное трудоустройство; конкурентная заработная плата, возможность влиять на свой доход; отличная команда руководителей и наставников; возможность карьерного роста и развития. ",,не требуется,Специалист службы поддержки,,40000.0,22000.0,удаленная работа,"Грамотная речь,Работа в команде,Обучение и развитие,Грамотность",Полная занятость,https://tyumen.hh.ru/vacancy/39575299
740,Челябинск,ЦентрПроф,,6 октября 2020," Мы являемся партнерами компании ""Яндекс такси"". В поддержку каждый день пишут тысячи пользователей и водителей. Они задают вопросы, просят помочь, делятся идеями, как улучшить сервис. Мы ищем в большую и дружную команду человека, который станет поддерживать пользователей и водителей и помогать им. Присоединяйся! Вам предстоит: быстро отвечать на обращения; работать с пользователями, таксопарками и водителями; развивать процессы и инструменты, улучшающие качество Яндекс.Такси. Мы ждем, что вы: грамотно и быстро пишете на русском языке; умеете параллельно решать разноплановые задачи; способны работать в команде; способны принимать решения самостоятельно. Условия: удаленная работа на дому, график 2/2 (дневные или ночные смены); дистанционное оплачиваемое обучение; официальное оформление; конкурентная заработная плата, возможность влиять на свой доход; отличная команда руководителей и наставников; возможность карьерного роста и развития. ",,не требуется,Специалист службы поддержки пользователей,,40000.0,22000.0,удаленная работа,,Полная занятость,https://tyumen.hh.ru/vacancy/39645813
115,Магнитогорск,ИТЦ Аусферр,"Оформление по ТК РФ, испытательный срок 3 месяца, полная занятость.,График работы № 2 (12-ти часовой (с 8-00 до 20-00 день/ночь/с ночи/выходной).",5 октября 2020," Обязанности : Сопровождение и техническая поддержка разработанных информационных систем. Требования : Знание реляционных БД (Oracle, Sybase) и современных web-технологий (php, css, javascript, jquery, ajax.... ) Общее понимание принципов работы web-сервера Apache. Личные качества: ответственность, порядочность, внимательность, обязательность, обучаемость. Условия : Оформление по ТК РФ, испытательный срок 3 месяца, полная занятость. График работы № 2 (12-ти часовой (с 8-00 до 20-00 день/ночь/с ночи/выходной). ",Сопровождение и техническая поддержка разработанных информационных систем.,1–3 года,Диспетчер-программист,"Знание реляционных БД (Oracle, Sybase) и современных web-технологий (php, css, javascript, jquery, ajax.... ),Общее понимание принципов работы web-сервера Apache.,Личные качества: ответственность, порядочность, внимательность, обязательность, обучаемость.",40000.0,25000.0,сменный график,,Полная занятость,https://tyumen.hh.ru/vacancy/39618128
